policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL71863,1000,797,100000,42,15,Side Impact,1,6711,No
POL22256,500,1001,100000,47,8,Hit & Run,3,15796,No
POL87099,1000,2307,100000,19,7,Side Impact,5,4699,No
POL94901,2000,1979,100000,70,10,Rear-End,2,1578,No
POL80097,2000,2720,50000,65,7,Front Collision,3,12258,No
POL64892,500,1040,50000,77,20,Side Impact,2,9044,No
POL66318,500,1894,150000,62,17,Side Impact,5,15795,No
POL56074,1000,2364,150000,20,19,Rollover,3,9902,No
POL29563,500,2011,50000,69,0,Rollover,4,5424,No
POL83628,1000,2994,150000,56,20,Front Collision,2,12514,No
POL97750,500,1564,100000,81,13,Hit & Run,5,15330,Yes
POL31230,2000,2516,150000,79,9,Rear-End,2,5103,No
POL69697,2000,1737,100000,65,15,Rear-End,4,5840,No
POL83856,2000,634,100000,40,4,Rear-End,4,14703,No
POL40361,1000,512,150000,46,19,Hit & Run,1,11342,No
POL55227,2000,2663,50000,26,9,Rollover,3,6720,No
POL94827,2000,1183,150000,28,16,Rollover,1,19064,No
POL90926,2000,2661,150000,64,5,Front Collision,3,14935,Yes
POL22973,1000,1528,50000,68,19,Rollover,5,8453,No
POL10540,500,1443,150000,44,13,Rollover,2,19944,No
POL40020,2000,2293,50000,20,3,Rear-End,5,11013,No
POL15614,500,2709,150000,76,16,Front Collision,5,17518,Yes
POL68058,2000,1316,150000,62,13,Front Collision,4,4369,No
POL29690,500,1887,100000,58,4,Front Collision,1,3126,No
POL15767,1000,2397,50000,72,21,Hit & Run,2,16347,No
POL61639,500,1763,50000,53,14,Side Impact,3,18778,No
POL35732,500,2325,50000,78,1,Rollover,2,4057,No
POL69368,500,2880,100000,72,20,Side Impact,4,9380,No
POL37565,2000,698,150000,75,9,Side Impact,1,6745,No
POL30066,2000,1259,100000,37,3,Rollover,5,12069,No
POL58149,2000,2205,100000,85,11,Rear-End,2,19099,No
POL83252,1000,1185,100000,41,11,Hit & Run,1,17502,No
POL67463,1000,549,150000,63,14,Side Impact,5,3287,No
POL83016,1000,1131,50000,47,8,Rollover,5,2306,Yes
POL48492,500,625,50000,18,3,Front Collision,4,19907,Yes
POL38771,2000,2288,50000,69,10,Rear-End,5,4123,No
POL96280,1000,887,150000,37,11,Rollover,1,3039,No
POL95908,2000,2521,100000,26,4,Side Impact,1,13549,No
POL13823,500,1911,50000,62,0,Rear-End,1,3753,No
POL60024,500,1074,50000,45,12,Rollover,2,13057,No
POL93743,2000,2324,50000,23,14,Hit & Run,2,5224,No
POL19581,1000,1953,100000,20,14,Rollover,5,8580,No
POL73713,1000,609,100000,72,6,Rear-End,1,10307,No
POL36124,500,2521,50000,40,5,Rollover,1,9567,No
POL25126,2000,1782,100000,63,16,Front Collision,3,4653,No
POL82389,500,1367,50000,29,22,Front Collision,2,5015,No
POL14057,2000,1262,150000,63,1,Side Impact,4,5601,No
POL23863,2000,1350,100000,27,22,Rollover,3,6657,No
POL41245,1000,1499,150000,45,13,Rollover,1,7671,No
POL89224,500,2723,50000,46,19,Side Impact,5,1969,No
POL79502,2000,2335,150000,35,17,Rollover,4,4704,No
POL85168,1000,820,150000,39,14,Front Collision,1,4111,No
POL80458,500,1468,150000,61,23,Front Collision,2,5077,No
POL21951,1000,685,50000,69,12,Rollover,3,14159,No
POL63849,2000,2460,100000,69,14,Rollover,3,16084,No
POL98452,500,1227,50000,29,12,Side Impact,5,16969,No
POL51881,1000,896,50000,77,1,Hit & Run,4,14777,Yes
POL38823,500,969,100000,29,11,Side Impact,5,1110,No
POL68555,500,1127,100000,24,20,Rollover,2,4538,No
POL85105,1000,1049,50000,53,1,Side Impact,5,19243,Yes
POL35305,1000,2678,100000,65,1,Rollover,1,15322,No
POL82132,1000,1230,150000,21,5,Rollover,3,2011,Yes
POL13107,1000,1215,100000,76,13,Hit & Run,3,16883,No
POL46101,1000,882,50000,70,14,Side Impact,4,18167,No
POL72028,2000,2380,100000,85,21,Hit & Run,4,5571,No
POL60433,2000,2852,50000,59,1,Rollover,3,15543,Yes
POL94326,500,1045,100000,60,6,Rollover,2,8573,No
POL77063,2000,619,50000,62,9,Rear-End,2,9322,No
POL80031,500,2210,150000,69,15,Front Collision,3,12440,No
POL30545,2000,632,50000,18,5,Rear-End,3,1678,No
POL56847,500,935,100000,39,11,Rear-End,1,19923,Yes
POL14160,500,2948,150000,68,9,Side Impact,2,5641,No
POL52628,1000,2915,150000,28,1,Side Impact,2,17502,No
POL11745,500,1411,50000,71,20,Side Impact,3,5343,No
POL43489,500,2292,100000,39,12,Rear-End,3,17826,No
POL18399,2000,2786,50000,82,20,Side Impact,5,14359,No
POL68100,1000,1737,50000,44,16,Rollover,2,6437,No
POL31449,2000,1240,100000,69,15,Hit & Run,4,16730,Yes
POL46911,1000,1753,50000,48,6,Side Impact,4,12565,No
POL86641,2000,1162,100000,76,19,Rollover,1,3615,No
POL94719,500,2392,50000,45,10,Side Impact,1,1346,No
POL37224,2000,1800,50000,31,14,Rollover,2,13718,No
POL36995,1000,1530,100000,81,1,Rollover,3,15257,No
POL21523,500,1151,50000,25,18,Rollover,5,12955,No
POL62836,2000,2476,50000,49,17,Rear-End,3,5376,No
POL97108,1000,2874,50000,68,11,Hit & Run,5,1275,Yes
POL59178,500,2006,100000,26,11,Rollover,5,2093,No
POL46603,1000,1138,100000,61,20,Front Collision,4,17200,No
POL31180,1000,507,50000,39,4,Front Collision,4,19819,No
POL12272,2000,1571,50000,43,10,Side Impact,3,18812,No
POL88289,500,691,150000,53,7,Front Collision,3,14670,No
POL99614,1000,974,100000,74,10,Hit & Run,1,4230,No
POL26236,1000,1253,50000,66,7,Rear-End,3,13074,No
POL50801,1000,1134,100000,44,17,Rear-End,4,5498,No
POL64917,500,2780,100000,21,20,Rollover,2,17684,Yes
POL12425,1000,682,100000,74,6,Hit & Run,3,17009,No
POL29294,2000,2130,100000,43,21,Rear-End,5,3203,No
POL72121,1000,2026,50000,25,9,Side Impact,4,3014,No
POL57974,2000,2260,50000,52,18,Front Collision,5,13309,No
POL17351,500,1277,100000,81,2,Rollover,3,8146,No
POL82621,2000,1279,100000,72,8,Hit & Run,5,8022,No
POL53529,1000,1080,50000,81,15,Front Collision,4,16030,No
POL53311,2000,1725,50000,46,4,Rear-End,1,4580,No
POL67551,1000,913,50000,20,5,Front Collision,5,2112,No
POL85687,1000,1964,150000,57,13,Front Collision,2,1297,No
POL37687,1000,2991,150000,85,21,Rear-End,5,19988,No
POL15748,500,1971,50000,78,2,Hit & Run,5,18843,Yes
POL36664,1000,2198,100000,58,7,Hit & Run,4,1406,No
POL21599,500,1077,100000,56,9,Side Impact,4,1409,No
POL18788,500,2830,100000,85,8,Hit & Run,4,18786,Yes
POL96355,1000,1360,150000,78,15,Side Impact,3,18424,No
POL44557,2000,2458,100000,64,13,Front Collision,5,19446,No
POL79162,1000,1178,150000,67,4,Rear-End,3,3306,No
POL54923,500,2248,50000,38,6,Rear-End,2,12159,No
POL63775,1000,1260,150000,52,5,Rear-End,3,5274,No
POL92644,500,1598,150000,73,18,Rear-End,3,7598,No
POL59186,500,756,50000,35,8,Side Impact,2,6020,No
POL26491,1000,714,150000,52,21,Front Collision,4,9829,No
POL85648,500,1167,100000,44,21,Rear-End,4,11906,No
POL92756,500,1789,150000,76,5,Hit & Run,1,13540,No
POL70676,2000,2509,50000,83,19,Side Impact,5,9962,No
POL90343,2000,1192,50000,26,0,Rear-End,5,13963,No
POL48109,2000,1574,50000,40,14,Side Impact,5,2026,No
POL94520,1000,2803,50000,85,10,Rollover,3,3572,No
POL44343,500,1666,50000,31,18,Rear-End,5,6228,Yes
POL17974,2000,1552,50000,62,21,Rollover,4,2373,No
POL63342,500,1403,100000,82,15,Rollover,2,10184,No
POL95873,1000,1029,100000,78,10,Rollover,2,9132,No
POL82834,500,2428,50000,56,9,Rear-End,2,2938,No
POL37301,500,1748,150000,66,15,Front Collision,1,7952,No
POL95922,500,589,150000,66,5,Side Impact,2,3321,No
POL76158,500,1676,150000,61,7,Rollover,2,14883,No
POL78264,500,1060,150000,48,8,Hit & Run,2,1037,No
POL25471,2000,897,50000,68,0,Front Collision,3,8718,No
POL60866,1000,2479,100000,30,23,Rollover,2,19297,No
POL59006,2000,1879,150000,33,21,Side Impact,2,1455,No
POL60507,2000,2265,50000,63,22,Side Impact,5,6714,No
POL86654,2000,1085,150000,35,17,Front Collision,3,11406,No
POL45371,2000,2332,100000,84,3,Front Collision,5,9622,No
POL99844,500,2172,50000,73,22,Rear-End,1,2594,No
POL10918,2000,2980,150000,34,13,Hit & Run,2,1280,Yes
POL37062,500,922,150000,55,5,Side Impact,1,9291,No
POL52084,1000,552,100000,38,22,Hit & Run,4,2293,No
POL61458,1000,2034,100000,84,13,Rollover,4,4925,No
POL61765,2000,554,100000,64,20,Side Impact,3,14697,No
POL99555,2000,1315,100000,31,22,Rear-End,3,15542,No
POL76387,2000,2386,50000,81,23,Hit & Run,4,13186,Yes
POL37327,2000,823,100000,81,23,Front Collision,5,19131,No
POL61226,1000,2972,50000,74,22,Front Collision,3,10938,No
POL95351,500,2547,100000,41,5,Side Impact,5,13592,No
POL28041,500,1661,50000,37,12,Rollover,1,19195,No
POL18693,500,2535,100000,33,23,Front Collision,4,12787,Yes
POL38253,1000,784,150000,25,0,Side Impact,1,10056,No
POL81471,2000,2713,100000,40,12,Rear-End,1,3307,No
POL13866,500,852,100000,29,19,Side Impact,1,2886,No
POL14754,1000,2566,50000,71,18,Rollover,4,8190,No
POL46481,2000,2193,150000,29,13,Side Impact,1,1019,No
POL47892,2000,553,150000,80,17,Hit & Run,2,18255,Yes
POL72825,500,667,50000,49,15,Side Impact,3,2928,No
POL39832,2000,2891,50000,28,18,Front Collision,3,10445,No
POL28781,1000,1416,100000,54,23,Front Collision,3,15886,Yes
POL21990,500,2061,100000,43,13,Side Impact,3,2985,No
POL65178,1000,2109,100000,58,16,Rear-End,3,1494,No
POL87159,500,2320,150000,36,20,Rear-End,5,6059,No
POL19749,500,1310,100000,70,15,Rear-End,4,15258,No
POL97166,1000,2784,50000,40,3,Front Collision,5,6625,Yes
POL33018,1000,928,50000,36,15,Side Impact,5,13418,No
POL22046,1000,2624,100000,51,5,Rear-End,2,7057,No
POL63407,1000,2450,100000,64,7,Rollover,4,12747,No
POL72862,1000,2334,150000,61,12,Front Collision,3,5395,No
POL79813,2000,1987,50000,29,6,Side Impact,2,6658,No
POL12059,500,1435,150000,45,16,Rollover,1,19687,No
POL62179,1000,2181,100000,66,13,Rear-End,4,9955,No
POL80544,500,2602,100000,46,18,Side Impact,2,10243,No
POL68799,1000,2278,50000,72,10,Hit & Run,3,6720,No
POL84579,2000,2682,100000,32,7,Rear-End,2,18278,No
POL51846,500,1568,100000,71,6,Side Impact,5,6845,No
POL75523,500,2447,150000,53,17,Front Collision,4,19163,No
POL13244,1000,1136,150000,19,12,Rear-End,2,18645,No
POL88443,2000,1740,100000,61,12,Side Impact,4,18851,No
POL21176,500,1713,50000,73,4,Rollover,2,6382,No
POL82095,500,983,50000,37,8,Front Collision,5,18900,No
POL22488,1000,2944,100000,58,9,Side Impact,5,13527,No
POL12970,500,1188,150000,54,16,Hit & Run,5,15010,No
POL79071,500,2132,150000,70,12,Side Impact,3,9306,No
POL65313,500,1669,100000,25,22,Rollover,4,19318,No
POL62973,500,703,100000,34,19,Rear-End,1,10063,No
POL53379,500,2906,50000,43,15,Side Impact,5,1822,Yes
POL35044,1000,2479,150000,38,16,Front Collision,1,4853,No
POL50069,500,958,150000,52,11,Hit & Run,2,2832,No
POL94316,2000,755,150000,21,3,Hit & Run,5,8962,Yes
POL68213,500,2485,50000,69,7,Front Collision,5,4621,No
POL57122,500,1551,100000,38,6,Rear-End,5,13830,No
POL65557,500,2129,50000,84,9,Rollover,5,6210,No
POL27663,1000,1609,50000,20,8,Side Impact,5,6929,No
POL47511,500,653,100000,81,0,Rear-End,3,15439,Yes
POL65139,1000,915,100000,22,5,Rear-End,2,6644,No
POL97225,2000,1441,100000,71,13,Front Collision,5,4609,No
POL19152,2000,2367,150000,85,19,Front Collision,1,7745,No
POL22538,500,1315,100000,77,4,Hit & Run,5,15509,Yes
POL39148,1000,2594,100000,55,14,Hit & Run,5,17933,Yes
POL79337,2000,2312,150000,72,12,Rollover,3,5458,No
POL32800,500,2614,150000,59,1,Side Impact,2,17706,Yes
POL32980,1000,2160,150000,23,12,Rear-End,2,13007,No
POL97341,500,1950,50000,81,12,Rear-End,5,11134,No
POL18161,1000,2460,150000,65,13,Rear-End,1,12197,No
POL16657,2000,2405,100000,71,12,Side Impact,4,18659,No
POL27918,500,1696,100000,69,4,Rollover,3,18348,Yes
POL76571,1000,1803,150000,47,6,Rollover,5,6251,No
POL94690,500,551,50000,35,7,Rear-End,5,17911,No
POL55822,1000,2890,100000,20,18,Rear-End,5,18239,Yes
POL59358,500,1689,150000,64,14,Rear-End,4,16877,No
POL65117,2000,956,100000,43,23,Side Impact,4,7721,No
POL94513,500,2185,100000,25,17,Rear-End,1,13706,No
POL20250,1000,2627,50000,66,22,Rear-End,5,5735,No
POL57076,1000,923,50000,74,7,Rear-End,4,19642,No
POL11921,1000,745,150000,49,10,Rollover,1,12911,No
POL83506,1000,777,50000,71,22,Rollover,2,17528,No
POL35928,500,1413,150000,51,14,Rollover,4,17749,No
POL55973,500,1474,150000,37,10,Front Collision,3,5174,No
POL27290,1000,1570,50000,58,23,Side Impact,2,6552,No
POL11847,2000,1607,50000,23,23,Side Impact,1,9854,No
POL38023,1000,1531,100000,71,3,Front Collision,2,18447,No
POL17758,500,2049,100000,66,9,Hit & Run,3,1832,No
POL78254,500,999,50000,71,15,Front Collision,4,13287,No
POL37593,2000,1554,150000,23,2,Rollover,1,19606,No
POL54705,2000,1763,150000,59,17,Hit & Run,2,6010,Yes
POL73429,1000,2636,100000,18,18,Rear-End,5,14461,No
POL16146,1000,1559,50000,43,9,Hit & Run,2,11214,No
POL94615,500,1697,150000,83,13,Rollover,4,4919,No
POL15904,1000,1244,100000,77,14,Side Impact,3,15076,No
POL74174,2000,2027,100000,82,23,Side Impact,3,2480,No
POL14642,500,1071,100000,76,10,Rear-End,5,1255,No
POL58221,2000,1023,50000,28,20,Front Collision,5,9090,No
POL56844,2000,1865,100000,85,22,Rear-End,4,1403,No
POL96382,500,2332,100000,55,20,Rollover,5,8977,No
POL69962,500,1570,150000,68,1,Front Collision,5,13682,No
POL75565,2000,742,100000,85,22,Rollover,2,19018,No
POL15652,500,1144,150000,18,3,Front Collision,1,14040,Yes
POL64106,500,2999,100000,20,10,Side Impact,2,5319,No
POL21112,1000,2952,50000,36,21,Side Impact,2,15983,No
POL49601,500,939,100000,45,15,Rollover,2,9462,No
POL73729,1000,615,100000,67,12,Rollover,1,12339,No
POL65927,500,1763,100000,73,3,Hit & Run,3,18990,Yes
POL19301,1000,770,100000,49,10,Rear-End,5,1572,No
POL83776,500,1137,100000,18,21,Rollover,4,16451,Yes
POL32642,500,1369,100000,46,17,Front Collision,4,19182,No
POL50410,500,2831,50000,21,16,Front Collision,3,14712,Yes
POL47414,2000,602,150000,60,1,Rear-End,1,2867,No
POL30125,2000,2386,50000,28,15,Front Collision,3,7630,No
POL57487,500,2054,50000,56,19,Rear-End,2,1274,No
POL47200,1000,1377,50000,58,0,Rollover,4,8206,No
POL81371,2000,2497,100000,57,21,Side Impact,1,14695,No
POL64358,2000,1113,150000,26,13,Hit & Run,2,18649,No
POL91926,1000,541,50000,76,2,Rear-End,5,10323,No
POL73732,1000,537,50000,35,14,Side Impact,3,13526,No
POL27087,2000,1991,150000,55,7,Front Collision,1,2342,No
POL95291,500,2361,150000,60,10,Hit & Run,4,14430,No
POL31776,1000,2901,50000,85,23,Front Collision,1,14588,No
POL67812,2000,2401,50000,56,10,Front Collision,2,8158,No
POL67499,2000,2747,50000,36,18,Side Impact,1,9152,No
POL31492,1000,2121,50000,59,23,Rollover,5,12040,No
POL95797,500,1223,100000,28,23,Rear-End,4,7714,No
POL69207,1000,647,150000,38,9,Rear-End,3,2301,No
POL20837,500,2185,150000,28,18,Rear-End,5,4009,No
POL73475,500,2491,50000,34,8,Hit & Run,3,10262,No
POL34512,1000,1125,150000,49,11,Hit & Run,1,11163,No
POL37855,1000,570,100000,70,9,Front Collision,3,3285,No
POL12168,500,1771,100000,26,8,Hit & Run,1,14256,No
POL64855,1000,2347,50000,22,17,Front Collision,2,2232,No
POL85573,1000,2800,100000,27,3,Rear-End,4,13220,Yes
POL85123,1000,1063,50000,79,23,Rear-End,4,14077,No
POL64386,500,2838,50000,85,9,Rear-End,4,13528,No
POL46483,500,2326,50000,53,14,Rollover,5,13366,No
POL90996,500,930,150000,63,13,Hit & Run,1,4196,No
POL92277,500,769,150000,32,17,Rear-End,4,13297,No
POL23337,500,734,100000,54,13,Rear-End,3,18721,No
POL29999,500,2269,150000,69,11,Rollover,3,11752,No
POL26111,2000,2617,150000,77,23,Side Impact,1,5423,No
POL73890,1000,1518,100000,58,14,Front Collision,5,15083,No
POL97463,2000,2708,100000,34,23,Front Collision,4,10698,Yes
POL51518,1000,2426,50000,53,18,Rollover,5,7997,No
POL46768,1000,2291,150000,59,2,Front Collision,3,6032,No
POL14478,1000,2543,150000,41,5,Side Impact,5,8079,No
POL87207,500,546,50000,61,0,Front Collision,3,6105,No
POL60652,500,1773,50000,66,8,Front Collision,5,10215,No
POL36743,2000,2185,150000,48,6,Rear-End,5,12461,No
POL64500,1000,1436,100000,66,12,Hit & Run,5,19943,No
POL95966,1000,1052,150000,64,0,Side Impact,4,10609,No
POL35385,2000,1048,150000,54,1,Front Collision,4,4386,No
POL24801,1000,2097,100000,52,11,Rollover,5,9931,No
POL99813,1000,2028,100000,23,4,Side Impact,5,15059,No
POL68272,1000,2494,100000,34,21,Rollover,3,3483,No
POL94407,500,2512,150000,81,2,Rear-End,5,1129,Yes
POL96787,500,816,150000,47,7,Front Collision,4,6400,No
POL82318,500,2015,150000,75,23,Side Impact,4,4320,No
POL38322,1000,1012,50000,27,11,Rollover,2,16847,No
POL98266,2000,2521,100000,24,17,Rollover,2,1263,No
POL14336,2000,2627,50000,53,2,Rear-End,2,5657,No
POL99366,500,1967,50000,30,6,Rear-End,4,15013,No
POL79025,1000,1226,100000,81,12,Side Impact,3,5907,No
POL39284,1000,1475,100000,24,23,Rollover,4,18032,No
POL45201,1000,2856,100000,23,17,Rear-End,3,17704,No
POL18259,2000,527,150000,39,2,Side Impact,5,5496,No
POL72609,2000,2513,150000,35,8,Rear-End,2,8478,No
POL36184,1000,1885,100000,72,11,Front Collision,4,12698,No
POL85571,1000,2984,100000,24,0,Front Collision,2,15451,No
POL25508,500,1353,150000,85,11,Side Impact,2,17677,No
POL13669,1000,1276,50000,35,7,Rear-End,2,7675,No
POL67074,2000,1645,150000,29,14,Front Collision,5,6839,No
POL57366,500,1914,150000,55,19,Hit & Run,2,4975,No
POL17055,1000,1757,50000,73,15,Rear-End,5,15763,No
POL25844,2000,1444,50000,24,11,Rear-End,4,12686,No
POL21515,500,640,50000,38,6,Rear-End,3,11881,No
POL62608,1000,2898,100000,66,3,Rear-End,3,3859,Yes
POL59259,2000,2273,150000,48,17,Rollover,5,7145,No
POL12417,2000,2878,150000,55,17,Hit & Run,4,4130,Yes
POL75750,2000,2612,50000,43,7,Hit & Run,2,11840,No
POL46907,1000,2992,150000,41,11,Side Impact,2,9687,No
POL49197,2000,1612,100000,63,11,Front Collision,4,12066,No
POL55005,1000,1601,150000,22,7,Hit & Run,4,2167,No
POL59964,2000,608,50000,62,14,Side Impact,1,7648,No
POL23497,1000,1064,50000,55,18,Front Collision,1,14001,No
POL59065,2000,1467,100000,84,22,Rear-End,5,8089,No
POL65848,500,2421,150000,35,19,Rear-End,5,9766,No
POL86157,500,1065,50000,84,22,Side Impact,2,4239,No
POL36119,1000,794,150000,25,6,Rear-End,3,19956,Yes
POL22027,2000,1773,50000,36,1,Rear-End,1,13395,No
POL22293,1000,1606,50000,34,14,Hit & Run,5,2722,No
POL88591,1000,1570,150000,41,3,Rollover,2,9103,No
POL51000,500,1480,50000,26,6,Front Collision,3,13985,Yes
POL28190,2000,592,50000,29,22,Rollover,4,6212,No
POL61110,500,2780,50000,36,8,Rollover,4,3119,Yes
POL44589,500,1127,50000,34,19,Front Collision,1,12018,No
POL71547,1000,1791,150000,45,22,Hit & Run,1,19273,Yes
POL34341,500,2586,50000,61,17,Hit & Run,3,9137,Yes
POL35013,1000,583,50000,59,17,Rollover,5,13304,No
POL86230,2000,2914,100000,85,8,Side Impact,3,5398,No
POL18288,500,1538,150000,82,6,Side Impact,5,1569,No
POL80376,500,1812,50000,42,2,Hit & Run,3,8876,Yes
POL90501,500,1946,50000,75,10,Hit & Run,4,5554,Yes
POL41272,2000,945,100000,28,10,Hit & Run,1,6629,No
POL57550,500,2460,50000,75,20,Front Collision,5,4270,No
POL48868,500,1261,150000,62,19,Rear-End,3,3437,No
POL49954,2000,2467,100000,70,6,Front Collision,5,12785,No
POL89849,2000,2495,50000,42,12,Hit & Run,3,6858,No
POL39037,1000,1869,100000,26,0,Rollover,3,15555,No
POL54837,2000,1930,50000,36,4,Rear-End,2,13326,No
POL40609,1000,1051,50000,78,16,Rollover,3,7245,No
POL55749,500,1620,50000,74,21,Rollover,2,9524,No
POL83822,2000,2764,100000,43,8,Rear-End,2,13795,No
POL75211,1000,808,150000,82,14,Front Collision,1,18598,No
POL24290,500,886,50000,68,6,Side Impact,2,8638,No
POL37380,500,1487,100000,21,13,Side Impact,2,6794,No
POL52093,500,2701,100000,80,14,Side Impact,4,7894,No
POL46794,1000,2771,150000,48,21,Side Impact,1,17291,No
POL65884,1000,1307,100000,56,15,Front Collision,4,6781,No
POL74394,1000,2287,150000,61,1,Rear-End,2,5947,No
POL88027,2000,1210,150000,70,18,Side Impact,3,1222,No
POL49863,1000,1195,50000,79,19,Side Impact,4,6430,No
POL49347,1000,1979,100000,27,22,Front Collision,2,11344,No
POL33161,500,2831,150000,24,2,Rear-End,1,18093,Yes
POL64224,1000,2768,100000,20,14,Hit & Run,5,3934,Yes
POL19800,2000,1155,150000,26,19,Rear-End,4,13953,No
POL20296,1000,702,150000,19,2,Side Impact,4,12669,Yes
POL76317,500,2960,150000,70,23,Hit & Run,2,5266,Yes
POL76822,500,3000,50000,23,23,Side Impact,4,4608,Yes
POL97627,500,2303,50000,57,7,Hit & Run,3,4051,No
POL28311,2000,2821,150000,22,23,Hit & Run,4,9709,No
POL95540,500,1400,50000,81,5,Front Collision,2,6180,No
POL81451,1000,2638,50000,21,0,Rollover,4,3225,Yes
POL76559,1000,2841,150000,40,7,Front Collision,1,13782,No
POL86136,500,1493,100000,81,1,Rollover,1,16494,Yes
POL86051,2000,1776,100000,39,13,Rear-End,5,1547,No
POL38973,2000,2230,150000,60,23,Hit & Run,1,12422,Yes
POL70013,2000,1188,50000,63,9,Hit & Run,1,1569,No
POL23111,1000,905,150000,44,9,Rear-End,4,9298,No
POL40111,500,2085,50000,53,16,Front Collision,4,12601,No
POL41743,2000,940,150000,26,14,Front Collision,3,4913,No
POL92919,2000,2786,100000,49,14,Front Collision,2,4228,No
POL53384,500,2998,100000,56,7,Side Impact,4,3432,No
POL85684,500,2463,50000,76,23,Rear-End,4,5571,No
POL96721,1000,2482,50000,50,0,Rear-End,3,14280,No
POL97967,2000,2950,150000,38,23,Hit & Run,4,10886,Yes
POL44475,2000,2116,50000,46,7,Hit & Run,3,3289,No
POL83226,2000,1971,100000,54,3,Rear-End,2,17662,No
POL96840,500,647,50000,65,18,Rollover,4,7292,No
POL65510,1000,1870,100000,70,12,Front Collision,2,3670,No
POL90458,1000,2129,150000,40,16,Front Collision,1,10117,No
POL13031,2000,1442,100000,18,9,Rollover,1,14306,No
POL91060,1000,2010,100000,22,8,Side Impact,3,3731,No
POL28308,2000,2238,150000,44,20,Front Collision,4,12037,No
POL55882,500,1672,50000,76,6,Side Impact,2,17818,No
POL49294,500,1944,100000,41,2,Rollover,5,2926,No
POL65212,2000,2001,150000,67,18,Rear-End,2,18279,No
POL28647,1000,1907,150000,33,0,Rear-End,1,19419,No
POL14960,1000,995,150000,73,13,Rear-End,5,7977,No
POL13305,2000,2720,100000,38,5,Side Impact,3,1460,No
POL34585,2000,2472,150000,24,10,Hit & Run,1,17335,No
POL25943,2000,1759,150000,77,8,Rollover,4,6798,No
POL39601,500,692,100000,22,9,Front Collision,4,15609,No
POL21012,1000,1470,150000,79,19,Rear-End,5,15457,No
POL72731,1000,954,100000,23,16,Hit & Run,1,13050,No
POL35073,1000,751,100000,85,2,Front Collision,2,15572,No
POL32006,500,518,150000,51,16,Front Collision,2,3978,No
POL32738,2000,1930,50000,18,2,Front Collision,2,19264,Yes
POL48447,2000,1963,100000,69,6,Side Impact,2,10958,No
POL62378,500,2187,100000,37,12,Front Collision,1,18803,No
POL60666,2000,2727,150000,75,3,Hit & Run,4,17373,Yes
POL14510,1000,750,50000,34,13,Side Impact,4,15765,No
POL43811,1000,2835,150000,46,12,Side Impact,3,3686,No
POL88327,500,1134,150000,73,23,Front Collision,3,8454,No
POL29425,500,2257,50000,38,13,Rollover,4,15634,Yes
POL33313,2000,561,50000,81,23,Front Collision,3,4588,No
POL67135,1000,1902,50000,36,6,Hit & Run,2,8827,No
POL63648,1000,2097,50000,75,2,Side Impact,1,17228,No
POL31233,500,2355,100000,66,3,Rear-End,4,1690,No
POL91428,2000,2621,50000,83,12,Rollover,4,8185,No
POL93803,500,2140,50000,31,7,Rear-End,5,17022,No
POL67900,500,1808,100000,25,15,Rear-End,5,8547,No
POL20355,2000,875,150000,83,12,Rollover,1,9492,No
POL72915,2000,1038,150000,22,12,Rollover,5,15756,No
POL51650,500,1230,150000,70,3,Front Collision,5,14777,No
POL28229,500,2755,150000,72,17,Rear-End,1,9103,No
POL92571,1000,685,50000,44,18,Side Impact,4,10386,No
POL97807,500,2281,50000,56,12,Side Impact,4,14287,No
POL20627,500,1997,100000,48,22,Rear-End,2,7534,No
POL75527,2000,873,150000,34,9,Front Collision,5,15153,No
POL70010,2000,2119,50000,36,11,Side Impact,1,8682,No
POL57884,1000,2395,50000,84,11,Hit & Run,2,11570,No
POL94503,2000,502,50000,22,17,Side Impact,4,7305,No
POL94696,500,1915,150000,83,18,Rollover,1,1761,No
POL14228,1000,2851,100000,27,3,Rollover,2,8830,No
POL74789,2000,1147,150000,51,22,Rear-End,1,4443,No
POL32010,500,1884,100000,53,4,Side Impact,5,10077,No
POL84164,500,1009,100000,18,21,Side Impact,3,3867,No
POL80963,500,510,50000,71,4,Rollover,3,2706,No
POL59257,500,892,100000,70,17,Front Collision,1,8048,No
POL76531,1000,2503,150000,55,2,Side Impact,1,18042,No
POL14495,2000,1193,100000,85,6,Rollover,4,3765,No
POL98912,500,640,150000,45,11,Rear-End,4,13193,No
POL37980,500,998,150000,43,21,Hit & Run,4,1584,No
POL76655,2000,1693,50000,80,16,Side Impact,2,17262,No
POL21650,500,1881,150000,74,19,Front Collision,3,15514,No
POL43710,500,1045,100000,37,11,Front Collision,3,19748,No
POL29711,1000,1789,100000,84,11,Hit & Run,3,9802,No
POL16929,1000,1425,100000,40,5,Hit & Run,4,18713,No
POL61566,500,1403,50000,61,19,Side Impact,5,2128,No
POL78933,2000,2082,100000,28,4,Side Impact,2,8712,No
POL87535,2000,2487,50000,36,7,Side Impact,4,5301,No
POL28966,500,1359,100000,55,3,Front Collision,2,9866,No
POL84848,2000,1727,100000,26,9,Rear-End,1,7117,No
POL10900,1000,2215,50000,85,12,Front Collision,4,18258,No
POL97959,1000,1473,50000,28,1,Front Collision,1,4495,No
