policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL33426,500,502,100000,25,8,Rear-End,4,12312,Yes
POL21852,2000,1019,100000,28,13,Rollover,4,11154,No
POL55422,2000,1272,50000,83,3,Rear-End,2,1396,No
POL17020,1000,1986,100000,64,21,Front Collision,4,11983,No
POL61201,1000,1326,150000,33,14,Front Collision,5,4081,No
POL29294,1000,1671,100000,77,14,Front Collision,5,8711,Yes
POL96269,1000,1226,50000,50,12,Hit & Run,2,19171,Yes
POL66461,500,1084,100000,77,5,Hit & Run,1,18165,No
POL48440,500,2499,50000,68,5,Front Collision,5,13721,Yes
POL41778,1000,1622,50000,60,16,Rear-End,5,11863,No
POL39435,2000,1749,150000,70,8,Rear-End,2,8231,No
POL29094,500,1367,50000,77,13,Front Collision,5,17540,Yes
POL50330,1000,1344,150000,52,13,Rollover,3,1717,Yes
POL50478,1000,1999,50000,74,7,Side Impact,3,4151,Yes
POL78606,1000,1248,100000,35,0,Rear-End,2,18204,Yes
POL29227,1000,1145,100000,35,8,Rollover,1,3318,No
POL90653,1000,2643,100000,52,9,Rear-End,5,12751,No
POL90187,500,2642,100000,62,12,Rear-End,2,3806,Yes
POL82330,2000,2154,100000,33,18,Hit & Run,3,13339,Yes
POL35476,2000,2734,50000,23,20,Front Collision,2,3204,Yes
POL85269,1000,1894,100000,35,6,Rear-End,3,12511,No
POL90322,500,1376,100000,74,1,Rollover,1,14480,No
POL83179,2000,614,100000,78,4,Front Collision,5,17018,No
POL27066,2000,1790,50000,32,16,Rear-End,1,19895,Yes
POL79878,2000,1457,50000,41,0,Rear-End,3,18565,Yes
POL40534,1000,1338,150000,41,8,Front Collision,5,8995,No
POL46520,2000,927,100000,36,17,Hit & Run,1,10928,Yes
POL90382,1000,1243,100000,61,13,Rear-End,1,8904,No
POL83779,2000,581,150000,26,23,Front Collision,5,1519,No
POL49693,2000,686,50000,34,1,Hit & Run,5,3248,No
POL29460,2000,2122,150000,84,18,Side Impact,5,18400,Yes
POL58516,500,2637,150000,60,9,Side Impact,2,18475,Yes
POL46649,500,1237,150000,26,5,Hit & Run,4,18100,Yes
POL58397,500,1108,150000,45,10,Rear-End,3,19789,No
POL30402,500,1169,100000,73,15,Rear-End,4,5231,No
POL17894,1000,1913,100000,34,8,Hit & Run,3,4981,Yes
POL64305,500,2936,50000,66,10,Side Impact,2,11463,Yes
POL97219,2000,2041,150000,32,20,Rear-End,2,15574,No
POL75808,500,1562,50000,49,0,Side Impact,5,12364,No
POL96566,1000,1109,150000,65,10,Rollover,3,9664,No
POL90283,1000,2123,100000,75,13,Rear-End,5,9555,No
POL98917,2000,2861,150000,69,19,Hit & Run,2,2172,No
POL73481,1000,508,50000,50,11,Front Collision,4,4818,Yes
POL44782,1000,1149,50000,53,23,Rear-End,5,4532,Yes
POL70516,500,847,50000,24,16,Front Collision,4,12349,Yes
POL18406,2000,1675,150000,47,4,Rear-End,4,18827,Yes
POL35060,1000,1043,150000,65,0,Rear-End,2,15701,No
POL29412,500,2815,100000,79,22,Side Impact,1,16755,No
POL13770,1000,2916,100000,79,22,Front Collision,4,12187,Yes
POL34340,1000,837,100000,20,11,Rear-End,2,19366,Yes
POL73668,1000,1894,50000,82,15,Hit & Run,3,13918,Yes
POL91174,2000,1623,50000,42,9,Rollover,5,8214,No
POL27415,2000,1333,50000,47,7,Rollover,5,11835,No
POL40300,1000,1269,150000,22,2,Side Impact,2,19556,No
POL13764,500,2792,150000,37,15,Hit & Run,2,18926,No
POL35936,1000,2917,100000,83,0,Rear-End,2,5977,No
POL93094,500,725,100000,72,21,Front Collision,2,7009,Yes
POL80119,500,990,100000,18,1,Rollover,4,16128,No
POL63194,1000,1865,50000,49,20,Hit & Run,4,14475,Yes
POL15259,500,2804,100000,21,17,Side Impact,1,1822,No
POL25698,2000,1969,50000,29,17,Front Collision,2,14663,Yes
POL13472,500,1307,50000,64,19,Front Collision,3,17151,No
POL25425,1000,768,50000,32,14,Front Collision,3,1961,No
POL41015,1000,1185,50000,58,10,Rear-End,4,8302,No
POL20939,2000,2065,50000,74,6,Front Collision,4,15118,No
POL46999,500,1024,100000,84,13,Hit & Run,3,7811,Yes
POL66350,1000,2215,50000,52,23,Hit & Run,5,11520,Yes
POL63684,2000,681,100000,37,15,Rear-End,3,5449,No
POL93217,500,657,150000,78,7,Front Collision,2,11380,Yes
POL13005,2000,2404,150000,82,0,Side Impact,5,6608,No
POL13307,500,1868,150000,46,5,Front Collision,5,12629,No
POL79673,1000,1758,150000,36,5,Side Impact,4,16323,Yes
POL81411,1000,1719,100000,85,21,Front Collision,1,17491,No
POL46945,2000,2399,100000,66,7,Rollover,3,16739,Yes
POL96848,2000,588,100000,46,8,Front Collision,2,3037,No
POL96390,2000,2597,150000,77,14,Front Collision,5,16189,No
POL30164,500,2660,50000,62,22,Rear-End,3,11519,No
POL61345,1000,1204,150000,57,8,Side Impact,4,2704,No
POL30296,2000,1341,50000,70,11,Rollover,5,8202,Yes
POL48648,500,1115,50000,34,10,Hit & Run,4,3577,Yes
POL79116,500,682,50000,85,17,Rear-End,3,13034,Yes
POL18640,1000,1574,150000,76,1,Side Impact,2,11534,No
POL38845,2000,2699,50000,74,13,Side Impact,3,5077,No
POL47100,1000,1576,100000,83,5,Hit & Run,4,5474,No
POL17634,500,2911,50000,76,10,Hit & Run,4,5937,Yes
POL29277,2000,893,100000,49,6,Hit & Run,5,18675,Yes
POL56532,500,2658,150000,34,17,Rear-End,2,10433,Yes
POL16990,2000,2442,150000,67,23,Rear-End,2,18713,Yes
POL22124,2000,859,150000,31,0,Side Impact,1,10238,No
POL14500,1000,980,50000,31,0,Side Impact,2,2435,No
POL35141,2000,1260,100000,49,14,Rear-End,3,16931,Yes
POL59988,500,1838,100000,83,0,Rollover,1,2782,No
POL16552,500,1378,100000,80,3,Hit & Run,1,18258,No
POL91344,1000,2759,100000,66,16,Front Collision,1,12697,No
POL10155,1000,2688,50000,60,15,Rollover,2,5671,Yes
POL23542,2000,2937,50000,73,21,Front Collision,2,1996,Yes
POL80098,2000,1366,150000,46,17,Hit & Run,5,17310,No
POL24440,500,891,150000,60,2,Hit & Run,3,12548,No
POL50283,2000,2888,150000,30,4,Side Impact,4,6516,Yes
POL63754,500,1374,100000,79,6,Rear-End,5,12418,No
POL53312,2000,874,150000,79,19,Side Impact,5,3525,No
POL77253,2000,1930,50000,46,19,Rear-End,3,9240,Yes
POL66527,500,2066,100000,50,17,Front Collision,5,11950,Yes
POL23779,500,831,50000,64,18,Rear-End,3,17836,Yes
POL77427,500,1214,100000,65,17,Rollover,2,4919,No
POL89438,500,1822,50000,46,2,Front Collision,4,19908,No
POL10646,2000,2767,100000,35,5,Rear-End,1,5379,Yes
POL76624,500,1463,150000,62,5,Side Impact,4,9871,Yes
POL39424,2000,1149,150000,53,16,Hit & Run,4,15765,No
POL66278,2000,1782,150000,57,0,Rollover,2,18767,No
POL30415,500,2593,50000,62,23,Hit & Run,1,9536,Yes
POL27466,500,807,150000,77,3,Rollover,4,14953,Yes
POL82059,2000,2442,150000,81,16,Front Collision,1,2220,No
POL21463,500,906,100000,57,2,Rear-End,4,4628,Yes
POL77796,1000,748,150000,28,2,Hit & Run,5,19679,Yes
POL29728,1000,2196,100000,43,0,Front Collision,2,14890,No
POL31425,2000,2308,50000,72,2,Rear-End,5,17164,No
POL46036,1000,2150,100000,47,16,Side Impact,3,16918,No
POL20942,1000,744,100000,42,10,Front Collision,4,2427,No
POL23730,2000,1747,150000,28,19,Rear-End,5,1917,No
POL34970,1000,899,100000,24,3,Rear-End,4,11313,Yes
POL26346,2000,2909,100000,27,15,Side Impact,1,6623,No
POL14169,500,2087,100000,50,17,Rollover,4,8226,No
POL86514,500,2494,50000,63,19,Side Impact,3,19070,No
POL71603,2000,1149,100000,48,15,Rollover,4,8237,Yes
POL67647,500,688,50000,34,23,Side Impact,4,16753,Yes
POL24171,2000,720,50000,52,16,Hit & Run,1,8732,No
POL12408,500,621,150000,41,9,Front Collision,3,3942,No
POL38167,500,2334,100000,43,22,Front Collision,2,2454,Yes
POL98721,1000,2328,50000,72,0,Side Impact,2,9518,Yes
POL12808,1000,1001,50000,66,15,Rollover,4,16658,No
POL95455,1000,2389,150000,20,2,Rollover,3,8210,Yes
POL73689,2000,1176,50000,53,2,Rear-End,3,5601,No
POL69221,1000,603,150000,83,15,Rear-End,5,11078,No
POL15134,500,1284,150000,49,19,Rollover,3,14485,No
POL28072,500,666,150000,72,20,Rollover,4,11062,Yes
POL41613,1000,876,100000,37,1,Front Collision,3,18275,No
POL13404,2000,2002,150000,58,10,Rear-End,3,9161,No
POL92774,1000,950,150000,33,18,Side Impact,3,14519,Yes
POL68346,2000,2978,100000,24,21,Hit & Run,3,9619,Yes
POL25144,500,1547,100000,54,21,Rear-End,2,1921,Yes
POL16601,1000,1987,50000,48,1,Rollover,4,9777,Yes
POL31358,1000,2791,100000,68,22,Front Collision,1,3203,No
POL99142,500,2508,50000,59,12,Rollover,3,11049,No
POL93612,500,822,50000,44,11,Rollover,2,19729,Yes
POL47726,500,1552,50000,70,10,Front Collision,3,1569,Yes
POL23113,1000,2629,50000,84,19,Rear-End,2,9362,Yes
POL29984,2000,2367,50000,28,23,Hit & Run,4,11252,Yes
POL17520,2000,1035,100000,31,13,Rollover,4,17377,Yes
POL16399,500,1572,50000,56,16,Hit & Run,3,4296,No
POL79461,500,540,100000,55,17,Front Collision,3,19758,Yes
POL60882,2000,1920,150000,76,5,Side Impact,5,10474,Yes
POL61886,1000,2693,150000,85,4,Hit & Run,3,9565,No
POL18411,1000,1330,150000,64,16,Rear-End,3,4244,No
POL37261,2000,858,150000,57,10,Hit & Run,3,19791,Yes
POL71048,500,2327,50000,70,12,Rollover,5,14736,No
POL92250,1000,2323,50000,64,0,Front Collision,1,3259,No
POL22619,1000,976,150000,59,11,Front Collision,4,16758,Yes
POL65895,2000,743,150000,52,16,Front Collision,1,7928,No
POL17088,2000,1117,50000,57,5,Rollover,5,2667,Yes
POL71362,2000,1288,150000,32,6,Rollover,5,6269,No
POL49311,2000,1176,100000,38,13,Front Collision,4,13996,No
POL31013,500,2827,50000,44,22,Rear-End,1,18894,Yes
POL61415,1000,1960,50000,57,23,Rear-End,1,18427,Yes
POL96023,2000,1948,50000,53,16,Hit & Run,3,15212,Yes
POL86286,2000,831,50000,67,1,Side Impact,3,4524,No
POL60349,2000,738,100000,54,2,Front Collision,1,13927,No
POL76823,1000,1937,150000,49,5,Front Collision,1,15874,No
POL15617,2000,1166,50000,19,7,Rear-End,2,8555,Yes
POL66523,500,1337,150000,44,9,Rear-End,5,9907,Yes
POL83879,500,1685,150000,54,12,Front Collision,2,16824,Yes
POL70244,2000,2319,100000,32,20,Rear-End,5,9807,Yes
POL23300,500,2037,50000,50,17,Rear-End,2,10897,No
POL42087,500,1162,50000,72,21,Side Impact,1,14720,Yes
POL66504,500,1946,50000,55,17,Side Impact,2,19955,No
POL73078,500,2204,50000,25,23,Rollover,3,8913,Yes
POL55070,1000,2275,50000,55,0,Side Impact,4,15417,No
POL97369,1000,2834,50000,52,22,Rear-End,2,3707,Yes
POL93050,1000,981,100000,53,6,Rollover,5,16871,Yes
POL10480,500,1396,100000,73,20,Hit & Run,1,19168,No
POL46250,1000,1748,50000,76,10,Front Collision,5,6222,Yes
POL13770,500,1263,50000,45,22,Front Collision,4,3355,Yes
POL95194,500,1001,50000,62,9,Rollover,1,2804,No
POL77619,1000,1433,100000,38,12,Side Impact,2,10872,No
POL74864,500,2470,150000,55,0,Hit & Run,1,14488,No
POL14143,1000,2947,100000,85,14,Side Impact,1,13381,Yes
POL50240,500,1553,150000,72,4,Rollover,4,14704,No
POL27843,500,924,150000,83,22,Hit & Run,2,16243,Yes
POL14417,500,1515,100000,69,4,Hit & Run,5,10504,Yes
POL74351,500,2269,50000,21,19,Side Impact,5,12299,Yes
POL86483,2000,812,50000,75,2,Front Collision,5,12767,Yes
POL29681,500,1249,150000,30,12,Hit & Run,3,4263,No
POL10808,500,2309,150000,59,11,Rear-End,3,1832,No
POL57423,2000,1473,150000,61,8,Rollover,2,6322,Yes
POL43453,1000,552,150000,72,3,Side Impact,5,16937,No
POL80708,1000,2190,50000,75,11,Rollover,1,1266,Yes
POL17720,500,591,150000,76,14,Rear-End,3,2550,Yes
POL74081,2000,2046,150000,37,9,Front Collision,3,8210,Yes
POL66371,2000,2038,100000,20,0,Front Collision,2,11380,No
POL29145,500,988,150000,26,12,Hit & Run,4,8394,No
POL16424,1000,939,100000,68,5,Rear-End,3,2582,Yes
POL32887,1000,1380,50000,28,0,Front Collision,4,3236,No
POL66652,500,1664,150000,54,16,Front Collision,5,12551,Yes
POL91664,500,1162,50000,24,1,Side Impact,2,8740,Yes
POL41450,500,629,150000,19,4,Rollover,1,1467,No
POL83534,2000,695,100000,45,5,Side Impact,3,11244,Yes
POL23068,500,525,50000,70,4,Rollover,1,9872,No
POL25097,500,2419,100000,49,11,Hit & Run,2,14334,No
POL49894,2000,1473,100000,81,8,Hit & Run,3,5576,Yes
POL92654,2000,1653,50000,23,14,Front Collision,5,13120,Yes
POL21220,2000,1660,150000,28,10,Hit & Run,2,16648,Yes
POL53283,500,2003,50000,44,18,Front Collision,1,18116,No
POL85508,2000,1741,50000,63,19,Side Impact,1,11703,No
POL28348,2000,993,100000,43,12,Hit & Run,3,6889,Yes
POL12294,500,2213,150000,84,7,Rollover,2,18026,Yes
POL43319,500,2780,150000,70,21,Hit & Run,5,1971,No
POL72572,500,2194,150000,37,7,Side Impact,4,9427,No
POL78600,2000,2165,150000,49,13,Rear-End,2,2613,Yes
POL89649,500,1604,100000,72,3,Rollover,5,19767,No
POL69857,2000,547,150000,39,7,Rear-End,3,12749,No
POL56607,2000,2015,50000,54,2,Rear-End,5,3590,Yes
POL42928,2000,2957,100000,70,16,Hit & Run,3,7101,No
POL11281,1000,772,50000,38,1,Hit & Run,1,15937,Yes
POL47358,2000,897,50000,20,12,Hit & Run,5,10123,Yes
POL81891,2000,742,100000,41,17,Hit & Run,2,1576,Yes
POL31000,2000,1134,50000,35,22,Front Collision,4,2841,Yes
POL40365,2000,655,150000,78,14,Front Collision,3,16889,No
POL45382,1000,1132,100000,68,9,Rear-End,3,4452,No
POL48735,500,1622,50000,44,8,Hit & Run,4,13148,No
POL77703,500,783,50000,65,22,Front Collision,5,5138,Yes
POL32676,2000,1518,50000,58,22,Side Impact,4,4084,No
POL48736,500,661,150000,30,0,Rear-End,2,19013,No
POL14613,500,1621,100000,69,0,Rear-End,1,12367,Yes
POL60749,500,2656,100000,52,14,Front Collision,2,13065,Yes
POL32439,1000,713,50000,35,16,Rear-End,1,12920,No
POL49631,1000,2573,50000,56,8,Rear-End,5,13902,Yes
POL99374,500,2409,50000,64,0,Front Collision,1,17012,Yes
POL20471,500,1418,50000,62,4,Side Impact,2,1444,Yes
POL90675,2000,2611,100000,68,2,Side Impact,5,3377,Yes
POL59070,2000,2531,100000,53,17,Front Collision,4,10256,Yes
POL27252,500,841,50000,24,15,Hit & Run,1,16861,No
POL62162,2000,1974,100000,23,15,Rollover,2,8763,Yes
POL91754,1000,2190,150000,66,23,Rollover,5,11899,No
POL74667,1000,640,150000,41,10,Rollover,5,10789,Yes
POL72573,500,767,100000,25,3,Front Collision,3,18873,No
POL96825,500,1191,50000,18,22,Rollover,4,6566,Yes
POL69949,2000,2713,100000,52,12,Front Collision,5,17687,Yes
POL47036,1000,2063,100000,38,20,Front Collision,2,10244,Yes
POL12899,500,2506,50000,55,9,Hit & Run,1,4925,No
POL62305,500,611,50000,46,4,Rollover,4,7824,No
POL27019,2000,1605,100000,44,22,Rollover,2,12839,Yes
POL83142,2000,1699,100000,35,23,Hit & Run,1,15154,No
POL37515,2000,987,50000,51,11,Rollover,2,14866,Yes
POL79235,500,1643,150000,64,11,Rear-End,2,18051,Yes
POL17257,500,744,150000,60,15,Hit & Run,3,6256,Yes
POL32097,2000,2924,150000,54,21,Hit & Run,4,12047,Yes
POL25519,1000,508,100000,51,5,Front Collision,2,7956,No
POL58506,2000,888,100000,74,23,Side Impact,1,2978,Yes
POL38743,2000,1739,50000,71,0,Hit & Run,1,4631,No
POL29184,500,628,150000,84,10,Rear-End,3,12676,Yes
POL86002,500,1989,50000,54,4,Hit & Run,1,1745,No
POL92947,500,2626,50000,34,4,Rollover,4,4569,Yes
POL25249,1000,2821,50000,30,17,Rollover,3,17929,No
POL84409,2000,1417,100000,72,7,Front Collision,5,19153,No
POL97100,1000,952,150000,33,21,Side Impact,3,9788,Yes
POL56950,1000,538,50000,77,13,Rear-End,2,15789,No
POL60814,1000,2895,150000,71,8,Front Collision,3,3550,Yes
POL73351,1000,549,50000,31,2,Rear-End,1,17820,No
POL19830,2000,2430,100000,27,15,Hit & Run,5,11332,Yes
POL20918,1000,1342,150000,19,19,Rollover,3,6438,No
POL77953,500,1185,150000,29,12,Front Collision,2,11728,No
POL87161,500,2050,100000,62,15,Rollover,5,19451,Yes
POL60516,500,1616,100000,73,5,Rear-End,4,10941,No
POL62470,500,2537,150000,67,2,Rollover,1,13313,Yes
POL27169,2000,1681,100000,48,3,Hit & Run,5,3805,No
POL52249,2000,1833,50000,40,16,Front Collision,3,6799,No
POL32133,500,2192,50000,25,17,Front Collision,1,8963,No
POL27963,500,1400,150000,85,20,Side Impact,1,7929,No
POL60432,1000,2679,50000,63,15,Hit & Run,3,2909,No
POL77490,2000,1850,50000,79,6,Rear-End,3,4002,Yes
POL66527,500,1698,150000,61,3,Rear-End,2,7998,No
POL86780,500,2277,150000,57,14,Rollover,4,1918,Yes
POL29990,500,1671,150000,39,15,Side Impact,3,10345,No
POL91852,1000,1030,50000,55,13,Rear-End,4,12156,No
POL57539,500,692,150000,64,14,Rollover,1,8174,No
POL54990,500,2731,150000,22,2,Front Collision,5,5174,No
POL91565,1000,1556,100000,24,16,Hit & Run,4,4395,No
POL96631,500,2390,100000,30,9,Rear-End,1,12435,Yes
POL66041,2000,1910,100000,69,7,Side Impact,5,18515,No
POL59301,1000,1472,100000,69,2,Side Impact,1,15323,Yes
POL59413,1000,2549,100000,67,1,Rear-End,2,14277,No
POL25257,1000,2734,100000,83,9,Hit & Run,5,10734,No
POL45197,2000,2487,50000,80,0,Hit & Run,5,12095,No
POL53488,2000,2017,50000,61,21,Front Collision,3,12110,No
POL42668,500,2789,150000,54,11,Side Impact,2,5098,No
POL39799,2000,2425,100000,53,21,Front Collision,3,10523,Yes
POL56327,2000,1102,100000,59,10,Side Impact,4,17974,Yes
POL42979,500,850,150000,71,20,Rollover,5,9384,No
POL60766,2000,1672,50000,64,23,Rear-End,2,1262,Yes
POL38775,1000,1107,100000,52,6,Front Collision,1,9589,Yes
POL30828,2000,1957,50000,21,21,Hit & Run,4,17118,Yes
POL69489,500,1170,100000,44,1,Rollover,4,16263,No
POL29931,500,894,150000,49,17,Side Impact,2,4588,Yes
POL22632,2000,2735,100000,68,13,Hit & Run,1,5631,No
POL59768,500,2601,100000,27,20,Rear-End,1,13531,No
POL38389,2000,519,150000,71,23,Side Impact,2,2470,No
POL60236,2000,592,150000,44,8,Front Collision,5,19749,Yes
POL94400,1000,2923,100000,38,6,Side Impact,1,6890,No
POL84394,2000,2187,150000,51,5,Front Collision,4,3963,Yes
POL51408,500,1275,50000,70,13,Hit & Run,4,6598,Yes
POL99868,1000,2143,150000,31,1,Hit & Run,2,10306,Yes
POL39122,2000,2850,50000,31,3,Rear-End,3,8479,No
POL14856,500,2070,100000,25,21,Rollover,1,15635,Yes
POL59759,500,1043,150000,46,6,Rollover,3,19257,No
POL88300,1000,1387,50000,52,21,Rear-End,3,8919,No
POL81873,500,517,150000,42,19,Front Collision,2,15669,Yes
POL76679,1000,2412,150000,22,19,Rear-End,5,13741,Yes
POL31115,1000,2754,150000,42,7,Rollover,2,12518,Yes
POL49788,500,2873,100000,39,1,Rollover,1,11639,No
POL22812,2000,2492,50000,79,11,Hit & Run,5,14676,No
POL21882,500,2120,150000,39,1,Rollover,3,2748,Yes
POL81588,2000,2978,50000,77,4,Side Impact,2,14147,No
POL48185,500,2154,50000,40,19,Rollover,5,7744,Yes
POL86656,500,2941,150000,79,6,Rear-End,2,14896,Yes
POL54535,1000,1991,100000,24,22,Rear-End,4,13872,Yes
POL93733,2000,2212,50000,20,0,Hit & Run,1,3884,No
POL21822,1000,2232,50000,67,16,Rear-End,2,6664,No
POL15428,1000,2872,150000,81,22,Side Impact,5,12171,Yes
POL97956,2000,2643,100000,27,12,Rear-End,5,9793,No
POL62711,1000,2231,50000,33,12,Hit & Run,3,10833,Yes
POL16120,500,712,50000,22,1,Hit & Run,4,17618,Yes
POL88033,500,2927,50000,23,0,Rollover,3,5207,Yes
POL78558,500,1376,150000,43,18,Rollover,2,15002,Yes
POL90477,1000,2067,50000,32,21,Hit & Run,3,2100,No
POL33504,1000,2938,150000,53,19,Rollover,5,15591,Yes
POL88585,1000,2792,150000,34,14,Rollover,1,16632,No
POL53656,500,1298,50000,46,0,Rollover,4,2615,No
POL98656,1000,1984,50000,55,15,Rollover,4,3286,No
POL29653,500,2393,150000,70,16,Rear-End,3,5816,No
POL75515,2000,1989,50000,27,3,Front Collision,1,9343,Yes
POL35236,1000,658,150000,64,22,Rear-End,3,1362,Yes
POL37827,500,1616,150000,40,0,Rear-End,5,15181,Yes
POL33185,500,929,150000,57,2,Front Collision,4,17669,No
POL57322,2000,1082,100000,78,6,Rear-End,2,9635,Yes
POL67788,1000,669,150000,61,11,Side Impact,2,9753,Yes
POL33515,2000,2118,150000,83,19,Side Impact,4,2618,Yes
POL65763,1000,947,50000,71,22,Rollover,3,5921,Yes
POL29470,2000,2743,150000,31,12,Rear-End,5,13839,No
POL10770,2000,1614,100000,66,15,Rollover,5,12222,No
POL83919,500,1478,100000,19,0,Front Collision,4,11802,Yes
POL39177,500,1443,150000,18,1,Side Impact,2,11273,Yes
POL47741,500,2910,150000,55,21,Side Impact,1,6064,No
POL68096,2000,1411,50000,35,23,Front Collision,2,4761,No
POL31016,1000,1122,50000,46,1,Side Impact,3,8994,No
POL61876,2000,1316,100000,26,7,Rollover,2,9993,Yes
POL61471,2000,1205,50000,27,18,Rollover,2,14425,No
POL79780,2000,1507,50000,54,1,Side Impact,2,7751,Yes
POL15168,1000,1165,50000,67,11,Hit & Run,5,19128,No
POL32251,500,1118,100000,72,22,Rear-End,5,19314,No
POL29603,1000,1552,50000,62,11,Hit & Run,1,2912,Yes
POL16973,500,2968,150000,63,17,Front Collision,2,1425,Yes
POL46164,500,2716,100000,39,2,Front Collision,2,1860,No
POL98516,500,1809,100000,18,9,Rollover,4,11849,Yes
POL23077,1000,762,50000,55,22,Hit & Run,3,14774,No
POL20033,500,2741,50000,59,7,Rear-End,3,4887,Yes
POL76040,500,955,150000,39,15,Hit & Run,3,15897,No
POL59100,2000,2384,50000,83,18,Rear-End,1,2316,Yes
POL38905,1000,2225,50000,82,11,Front Collision,2,13600,No
POL30477,2000,983,100000,67,5,Rollover,5,18538,No
POL50479,500,2848,50000,32,17,Front Collision,4,18462,No
POL59833,500,2961,50000,68,8,Rear-End,2,17007,No
POL71037,1000,2651,150000,22,12,Rollover,2,12760,Yes
POL55993,2000,1970,50000,55,16,Side Impact,4,10214,Yes
POL42648,500,2505,50000,23,8,Hit & Run,4,12771,No
POL72841,2000,1360,50000,32,20,Hit & Run,2,18773,No
POL87146,1000,2176,50000,51,18,Rear-End,1,19751,No
POL22557,2000,653,50000,29,9,Rollover,5,13095,No
POL54902,2000,1776,150000,28,11,Front Collision,5,2166,Yes
POL78007,2000,2419,150000,26,3,Front Collision,2,16457,No
POL46494,1000,705,100000,64,3,Side Impact,1,5269,Yes
POL19917,500,2799,150000,54,19,Front Collision,5,9897,No
POL80632,1000,1842,150000,25,6,Rear-End,3,4820,Yes
POL17018,1000,2863,50000,69,10,Side Impact,1,13652,Yes
POL18960,2000,2040,150000,48,8,Rear-End,2,6983,No
POL71177,2000,1941,150000,49,1,Rollover,3,3121,Yes
POL99585,2000,2989,100000,55,16,Rear-End,5,18070,No
POL34679,2000,1145,150000,20,10,Side Impact,4,16890,Yes
POL51624,1000,1209,100000,73,10,Side Impact,3,15994,No
POL89160,1000,1095,50000,30,16,Hit & Run,5,12383,Yes
POL93970,500,505,50000,61,22,Front Collision,3,6691,Yes
POL96742,2000,974,150000,38,21,Side Impact,1,16214,No
POL46142,500,1673,150000,61,1,Rear-End,1,10583,Yes
POL74878,2000,523,100000,25,17,Front Collision,3,18741,Yes
POL44257,1000,1159,100000,38,18,Rollover,3,11654,No
POL85102,2000,1980,150000,43,12,Rear-End,2,6323,No
POL72974,500,1970,150000,36,14,Side Impact,3,14078,No
POL55023,1000,2401,150000,52,21,Hit & Run,4,8556,Yes
POL43287,1000,640,150000,47,2,Rear-End,2,8421,No
POL57530,500,2310,50000,65,0,Side Impact,1,19945,No
POL35674,1000,1715,100000,62,12,Hit & Run,3,11927,Yes
POL70150,500,2763,100000,41,7,Side Impact,5,7561,No
POL30784,1000,1912,50000,53,13,Hit & Run,1,3832,No
POL36063,1000,2771,50000,74,9,Front Collision,5,4160,Yes
POL20278,500,2709,50000,42,22,Rear-End,1,15404,No
POL70324,2000,2256,100000,29,5,Rollover,1,19629,Yes
POL12215,2000,2185,100000,55,19,Rear-End,3,11217,Yes
POL50418,500,1233,50000,49,5,Rear-End,2,11184,Yes
POL75295,1000,1644,100000,71,17,Front Collision,5,17255,Yes
POL33241,500,2333,100000,65,22,Hit & Run,3,18987,Yes
POL48498,500,580,100000,48,4,Side Impact,1,19800,No
POL20948,500,1994,50000,20,22,Hit & Run,2,3009,Yes
POL19519,1000,808,50000,53,19,Rollover,1,16577,Yes
POL25020,500,1269,50000,63,10,Rear-End,2,5050,No
POL98948,2000,2840,100000,59,15,Front Collision,5,9780,Yes
POL33980,500,2442,100000,81,23,Side Impact,3,11502,No
POL86388,1000,773,50000,68,1,Rear-End,1,8005,Yes
POL89196,1000,1618,100000,34,15,Hit & Run,2,10973,Yes
POL76823,1000,1108,50000,63,15,Rollover,3,13858,Yes
POL48208,500,2594,50000,20,9,Rear-End,1,7447,No
POL69994,1000,810,50000,57,3,Front Collision,1,15148,No
POL83502,1000,2225,50000,59,20,Hit & Run,1,11452,No
POL29285,500,1470,50000,66,9,Front Collision,4,19314,Yes
POL26057,500,1652,50000,83,23,Side Impact,5,16237,Yes
POL29587,2000,1763,150000,80,2,Front Collision,4,16067,Yes
POL54617,1000,2766,100000,19,12,Front Collision,2,4375,Yes
POL65281,1000,2096,100000,50,4,Rear-End,3,5673,No
POL45160,2000,1294,50000,61,22,Side Impact,3,9509,No
POL54090,1000,1470,150000,57,21,Hit & Run,4,16820,No
POL83057,500,1773,150000,19,2,Front Collision,1,16841,Yes
POL23801,500,2769,150000,83,12,Hit & Run,1,10392,No
POL16681,1000,2643,50000,55,15,Rollover,5,10285,Yes
POL64669,1000,2747,100000,69,23,Side Impact,3,1529,Yes
POL26073,2000,663,150000,27,18,Side Impact,5,15244,No
POL42744,1000,2649,50000,69,9,Side Impact,2,18755,No
POL55495,2000,2431,150000,65,9,Hit & Run,1,19804,Yes
POL46014,1000,594,50000,54,15,Front Collision,3,15373,Yes
POL89227,500,1986,50000,58,19,Side Impact,4,18445,No
POL61836,2000,1601,50000,32,20,Rollover,4,14110,Yes
POL23867,500,1997,50000,46,2,Hit & Run,1,16833,No
POL16248,1000,2929,50000,58,2,Rollover,3,15603,No
POL32581,500,2894,150000,34,22,Side Impact,2,14606,No
POL67194,2000,2817,150000,69,19,Rollover,2,9525,No
POL96192,1000,1686,150000,60,0,Rollover,1,13104,Yes
